chr,start,end,stat,cov_ratio,anomalous,cent_region
1,140300000,140400000,0.0,0.0,True,True
1,140400000,140500000,0.0,0.0,True,True
1,140500000,140600000,0.0,0.0,True,True
1,140600000,140700000,0.0,0.0,True,True
1,140700000,140800000,0.0,0.0,True,True
1,140800000,140900000,0.0,0.0,True,True
1,140900000,141000000,0.0,0.0,True,True
1,141000000,141100000,0.0,0.0,True,True
1,141100000,141200000,0.0,0.0,True,True
1,141200000,141300000,0.0,0.0,True,True
1,141300000,141400000,0.0,0.0,True,True
1,141400000,141500000,0.0,0.0,True,True
1,141500000,141600000,0.0,0.0,True,True
1,141600000,141700000,0.0,0.0,True,True
1,141700000,141800000,0.0,0.0,True,True
1,141800000,141900000,0.0,0.0,True,True
1,141900000,142000000,0.0,0.0,True,True
1,142000000,142100000,0.0,0.0,True,True
1,142100000,142200000,0.0,0.0,True,True
1,142200000,142300000,0.0,0.0,True,True
1,142300000,142400000,0.0,0.0,True,True
1,142400000,142500000,0.0,0.0,True,True
1,142500000,142600000,394.76911042471045,12.434828733175596,True,True
1,142600000,142700000,234.40531891891894,7.383531076598925,True,True
1,142700000,142800000,132.07934362934367,4.160366081971775,True,True
1,142800000,142900000,295.7063799227799,9.314452657380354,True,True
1,142900000,143000000,319.8798471042471,10.075892487272805,True,True
1,143000000,143100000,0.0,0.0,True,True
1,143100000,143200000,187.91851274131275,5.91924357814454,True,True
1,143200000,143300000,293.64527876447875,9.249530050143806,True,True
1,143300000,143400000,182.1084942084942,5.736233855538714,True,True
1,143400000,143500000,271.7083629343629,8.558539331573886,True,True
1,143500000,143600000,141.35935135135134,4.452676963493293,True,True
1,143700000,143800000,61.34440154440154,1.9322867640862864,True,True
1,143900000,144000000,97.30896525096524,3.0651342395976564,True,False
1,144000000,144100000,72.7415444015444,2.2912852665872463,True,False
1,144100000,144200000,74.0392277992278,2.332160984504279,True,False
1,144300000,144400000,115.25818378378378,3.630516516113203,True,False
1,144500000,144600000,107.9851335907336,3.401422772124292,True,False
1,144700000,144800000,7.0223613899613895,0.2211972995878274,True,False
1,144800000,144900000,64.84286795366795,2.04248492670644,True,False
1,144900000,145000000,70.10304555984555,2.208175214805561,True,False
1,145000000,145100000,91.03877683397684,2.8676296298623356,True,False
1,145100000,145200000,91.07604015444016,2.8688033868654923,True,False
1,145200000,145300000,131.22149806949807,4.133344812235856,True,False
1,145300000,145400000,207.90855752895754,6.5489098228906055,True,False
1,145900000,146000000,49.70507799227799,1.5656598140066234,True,False
1,146000000,146100000,67.65093281853282,2.1309361371587383,True,False
1,146300000,146400000,50.74654826254826,1.598465076879324,True,False
1,146400000,146500000,66.36396911196911,2.0903980786978935,True,False
1,147400000,147500000,50.00818996138995,1.5752075352526647,True,False
1,147500000,147600000,65.92186718146718,2.076472313881889,True,False
1,147600000,147700000,53.75862702702702,1.6933425193591398,True,False
1,147900000,148000000,122.72236911196912,3.8656308240407182,True,False
1,148200000,148300000,174.09177374517373,5.4837152482548595,True,False
1,148300000,148400000,141.8005135135135,4.466573126554637,True,False
1,148400000,148500000,0.0,0.0,True,False
1,148500000,148600000,84.24889806949807,2.6537552984474875,True,False
1,148600000,148700000,108.58110193050193,3.420195173610926,True,False
1,148700000,148800000,69.65304478764479,2.1940006444444373,True,False
1,148800000,148900000,182.6252471042471,5.752511050451829,True,False
1,148900000,149000000,66.7517081081081,2.102611465923086,True,False
1,149000000,149100000,78.21710038610038,2.463759756330419,True,False
1,149200000,149300000,56.839173745173746,1.7903766333086566,True,False
1,149300000,149400000,68.86159459459459,2.16907076178257,True,False
1,149500000,149600000,111.69238996138995,3.518197607899792,True,False
1,149600000,149700000,69.3272471042471,2.183738346083867,True,False
1,149700000,149800000,64.66840540540541,2.0369895324349274,True,False
1,161400000,161500000,105.0194555984556,3.3080069071594513,True,False
1,205900000,206000000,5.448132818532819,0.17161068767808094,True,False
1,206100000,206200000,81.93638996138996,2.5809136259127046,True,False
1,206300000,206400000,8.380362162162163,0.2639729539536656,True,False
1,206400000,206500000,10.433208494208495,0.32863554249069926,True,False
1,206500000,206600000,70.69451196911197,2.2268058100229573,True,False
1,223700000,223800000,8.491741312741313,0.26748128483702244,True,False
1,224100000,224200000,84.74616602316603,2.6694187373414406,True,False
1,228700000,228800000,270.32350115830116,8.514917582683951,True,False
1,234900000,235000000,49.38575521235522,1.5556014685735946,True,False
1,243100000,243200000,48.7260501930502,1.5348214259794597,True,False
1,243200000,243300000,69.49180694980694,2.188921815210144,True,False
1,243300000,243400000,51.00047104247104,1.606463388288225,True,False
1,248900000,249000000,2.640679536679537,0.08317874147367975,True,False
1,249000000,249100000,8.631297297297298,0.2718771575657078,True,False
1,249200000,249250621,63.299097792292315,1.993857723986753,True,False
10,38700000,38800000,229.22804169884168,7.220452067031609,True,True
10,38800000,38900000,168.01241389961388,5.292221546010648,True,True
10,38900000,39000000,89.85379768339769,2.8303039820324356,True,True
10,39000000,39100000,851.9277467181466,26.834864592326646,True,True
10,39100000,39200000,3020.6011827027028,95.14589005640867,True,True
10,39200000,39300000,0.0,0.0,True,True
10,39300000,39400000,0.0,0.0,True,True
10,39400000,39500000,0.0,0.0,True,True
10,39500000,39600000,0.0,0.0,True,True
10,39600000,39700000,0.0,0.0,True,True
10,39700000,39800000,0.0,0.0,True,True
10,39800000,39900000,0.0,0.0,True,True
10,39900000,40000000,0.0,0.0,True,True
10,40000000,40100000,0.0,0.0,True,True
10,40100000,40200000,0.0,0.0,True,True
10,40200000,40300000,0.0,0.0,True,True
10,40300000,40400000,0.0,0.0,True,True
10,40400000,40500000,0.0,0.0,True,True
10,40500000,40600000,0.0,0.0,True,True
10,40600000,40700000,0.0,0.0,True,True
10,40700000,40800000,0.0,0.0,True,True
10,40800000,40900000,0.0,0.0,True,True
10,40900000,41000000,0.0,0.0,True,True
10,41000000,41100000,0.0,0.0,True,True
10,41100000,41200000,0.0,0.0,True,True
10,41200000,41300000,0.0,0.0,True,True
10,41300000,41400000,0.0,0.0,True,True
10,41400000,41500000,0.0,0.0,True,True
10,41500000,41600000,0.0,0.0,True,True
10,41600000,41700000,0.0,0.0,True,True
10,41700000,41800000,0.0,0.0,True,True
10,41800000,41900000,0.0,0.0,True,True
10,41900000,42000000,0.0,0.0,True,True
10,42000000,42100000,0.0,0.0,True,True
10,42100000,42200000,0.0,0.0,True,True
10,42200000,42300000,0.0,0.0,True,True
10,42300000,42400000,12556.61674934363,395.52076042178254,True,True
10,42400000,42500000,2314.617253745174,72.90810849463283,True,True
10,42500000,42600000,17218.785127722007,542.374361120155,True,True
10,42600000,42700000,241.12188416988417,7.595096106297164,True,True
10,42700000,42800000,117.87587644787645,3.712971194289677,True,True
10,42800000,42900000,78.42474903474903,2.4703004792857777,True,True
10,46200000,46300000,47.74096525096525,1.503792244062774,True,True
10,46300000,46400000,57.05697297297297,1.7972370892672993,True,True
10,46400000,46500000,14.285065637065637,0.44996515671648735,True,True
10,46600000,46700000,50.062959073359075,1.5769327070283172,True,True
10,46700000,46800000,79.1198054054054,2.4921940537848464,True,True
10,46800000,46900000,70.98552123552125,2.2359723083431358,True,True
10,46900000,47000000,76.3080277992278,2.403625895726631,True,True
10,47000000,47100000,72.34204633204634,2.2787014804138592,True,True
10,47100000,47200000,75.87735598455599,2.390060168028513,True,True
10,47200000,47300000,84.62302702702704,2.665539983186344,True,True
10,47300000,47400000,75.49498223938225,2.3780157807962317,True,True
10,47700000,47800000,56.305260231660235,1.7735588962478064,True,True
10,47800000,47900000,3.1599413127413123,0.09953496358555192,True,True
10,48100000,48200000,66.4772525096525,2.093966391444019,True,True
10,48200000,48300000,75.11488803088804,2.366043196669747,True,True
10,48800000,48900000,50.15906563706564,1.5799599668322553,True,True
10,48900000,49000000,87.74125096525097,2.763760891559311,True,True
10,49000000,49100000,59.5680694980695,1.8763340966001536,True,True
10,49100000,49200000,5.318795366795367,0.16753668842466848,True,True
10,49200000,49300000,75.47738223938225,2.3774613985512065,True,True
10,49300000,49400000,47.729637065637064,1.5034354176528704,True,True
10,51200000,51300000,56.703457915057925,1.7861017215708679,True,True
10,51300000,51400000,51.21174517374517,1.6131183102888798,True,True
10,51600000,51700000,55.11627027027027,1.7361069119234933,True,True
10,51700000,51800000,51.170386100386104,1.6118155412013249,True,True
10,81400000,81500000,53.87120463320464,1.6968886003848402,True,False
10,81500000,81600000,68.18871814671814,2.147875832475843,True,False
10,88900000,89000000,64.31788725868725,2.025948564417898,True,False
10,89000000,89100000,68.86938841698841,2.1693162593255253,True,False
10,89100000,89200000,52.246835521235525,1.6457226120301136,True,False
10,89200000,89300000,53.44366023166023,1.6834213830452842,True,False
10,127500000,127600000,60.659579150579155,1.9107155495333972,True,False
10,128600000,128700000,4.92845945945946,0.15524150111655105,True,False
10,128700000,128800000,11.617018532818532,0.3659243644729786,True,False
10,135400000,135500000,103.85478687258687,3.2713210172186638,True,False
10,135500000,135534747,133.2489135752727,4.197206355400085,True,False
11,100000,200000,148.50209266409266,4.677666109208774,True,False
11,1100000,1200000,11.969147490347488,0.3770160714055536,True,False
11,4300000,4400000,51.80027335907335,1.6316563544163172,True,False
11,48800000,48900000,85.85366177606177,2.7043037363099818,True,True
11,48900000,49000000,62.70816525096525,1.975243945070878,True,True
11,50600000,50700000,67.91581467181467,2.1392796483228773,True,True
11,50700000,50800000,806.3556756756756,25.399390327839292,True,True
11,50800000,50900000,0.0,0.0,True,True
11,50900000,51000000,0.0,0.0,True,True
11,51000000,51100000,1.535212355212355,0.048357640458704526,True,True
11,51500000,51600000,5472.420278301158,172.37571815946353,True,True
11,51600000,51700000,3.504691891891892,0.1103942590425559,True,True
11,51700000,51800000,0.0,0.0,True,True
11,51800000,51900000,0.0,0.0,True,True
11,51900000,52000000,0.0,0.0,True,True
11,52000000,52100000,0.0,0.0,True,True
11,52100000,52200000,0.0,0.0,True,True
11,52200000,52300000,0.0,0.0,True,True
11,52300000,52400000,0.0,0.0,True,True
11,52400000,52500000,0.0,0.0,True,True
11,52500000,52600000,0.0,0.0,True,True
11,52600000,52700000,0.0,0.0,True,True
11,52700000,52800000,0.0,0.0,True,True
11,52800000,52900000,0.0,0.0,True,True
11,52900000,53000000,0.0,0.0,True,True
11,53000000,53100000,0.0,0.0,True,True
11,53100000,53200000,0.0,0.0,True,True
11,53200000,53300000,0.0,0.0,True,True
11,53300000,53400000,0.0,0.0,True,True
11,53400000,53500000,0.0,0.0,True,True
11,53500000,53600000,0.0,0.0,True,True
11,53600000,53700000,0.0,0.0,True,True
11,53700000,53800000,0.0,0.0,True,True
11,53800000,53900000,0.0,0.0,True,True
11,53900000,54000000,0.0,0.0,True,True
11,54000000,54100000,0.0,0.0,True,True
11,54100000,54200000,0.0,0.0,True,True
11,54200000,54300000,0.0,0.0,True,True
11,54300000,54400000,0.0,0.0,True,True
11,54400000,54500000,0.0,0.0,True,True
11,54500000,54600000,0.0,0.0,True,True
11,54600000,54700000,1.0714285714285714,0.033748919137091965,True,True
11,54900000,55000000,66.36127876447877,2.0903133354659844,True,True
11,69700000,69800000,10.009030888030887,0.31527437580875617,True,True
11,87700000,87800000,15.850233976833977,0.49926638046894695,True,False
11,89500000,89600000,56.87327027027027,1.7914506394524392,True,False
11,89600000,89700000,48.59628571428572,1.530733975805483,True,False
11,89700000,89800000,54.08235135135135,1.703539509000516,True,False
11,96300000,96400000,0.0,0.0,True,False
11,134900000,135000000,11.6676833976834,0.36752025660523363,True,False
11,135000000,135006516,0.0,0.0,True,False
12,0,100000,54.79938223938224,1.7261252586288711,True,False
12,31200000,31300000,48.03054826254826,1.5129138167947385,True,True
12,34800000,34900000,765.102864864865,24.09996840335628,True,True
12,34900000,35000000,0.0,0.0,True,True
12,35000000,35100000,0.0,0.0,True,True
12,35100000,35200000,0.0,0.0,True,True
12,35200000,35300000,0.0,0.0,True,True
12,35300000,35400000,0.0,0.0,True,True
12,35400000,35500000,0.0,0.0,True,True
12,35500000,35600000,0.0,0.0,True,True
12,35600000,35700000,0.0,0.0,True,True
12,35700000,35800000,0.0,0.0,True,True
12,35800000,35900000,0.0,0.0,True,True
12,35900000,36000000,0.0,0.0,True,True
12,36000000,36100000,0.0,0.0,True,True
12,36100000,36200000,0.0,0.0,True,True
12,36200000,36300000,0.0,0.0,True,True
12,36300000,36400000,0.0,0.0,True,True
12,36400000,36500000,0.0,0.0,True,True
12,36500000,36600000,0.0,0.0,True,True
12,36600000,36700000,0.0,0.0,True,True
12,36700000,36800000,0.0,0.0,True,True
12,36800000,36900000,0.0,0.0,True,True
12,36900000,37000000,0.0,0.0,True,True
12,37000000,37100000,0.0,0.0,True,True
12,37100000,37200000,0.0,0.0,True,True
12,37200000,37300000,0.0,0.0,True,True
12,37300000,37400000,0.0,0.0,True,True
12,37400000,37500000,0.0,0.0,True,True
12,37500000,37600000,0.0,0.0,True,True
12,37600000,37700000,0.0,0.0,True,True
12,37700000,37800000,0.0,0.0,True,True
12,38000000,38100000,154.92245714285713,4.879901113391622,True,True
12,38100000,38200000,71.59220231660233,2.2550821503740504,True,True
12,38300000,38400000,55.807695752895754,1.7578861171124487,True,True
12,109300000,109400000,14.654821621621622,0.46161209721817403,True,False
12,122500000,122600000,12.608572972972972,0.3971573290523888,True,False
12,132700000,132800000,2.9586679536679537,0.09319505582038878,True,False
12,133800000,133851895,15.60218007775576,0.49145293288609126,True,False
13,0,100000,0.0,0.0,True,True
13,100000,200000,0.0,0.0,True,True
13,200000,300000,0.0,0.0,True,True
13,300000,400000,0.0,0.0,True,True
13,400000,500000,0.0,0.0,True,True
13,500000,600000,0.0,0.0,True,True
13,600000,700000,0.0,0.0,True,True
13,700000,800000,0.0,0.0,True,True
13,800000,900000,0.0,0.0,True,True
13,900000,1000000,0.0,0.0,True,True
13,1000000,1100000,0.0,0.0,True,True
13,1100000,1200000,0.0,0.0,True,True
13,1200000,1300000,0.0,0.0,True,True
13,1300000,1400000,0.0,0.0,True,True
13,1400000,1500000,0.0,0.0,True,True
13,1500000,1600000,0.0,0.0,True,True
13,1600000,1700000,0.0,0.0,True,True
13,1700000,1800000,0.0,0.0,True,True
13,1800000,1900000,0.0,0.0,True,True
13,1900000,2000000,0.0,0.0,True,True
13,2000000,2100000,0.0,0.0,True,True
13,2100000,2200000,0.0,0.0,True,True
13,2200000,2300000,0.0,0.0,True,True
13,2300000,2400000,0.0,0.0,True,True
13,2400000,2500000,0.0,0.0,True,True
13,2500000,2600000,0.0,0.0,True,True
13,2600000,2700000,0.0,0.0,True,True
13,2700000,2800000,0.0,0.0,True,True
13,2800000,2900000,0.0,0.0,True,True
13,2900000,3000000,0.0,0.0,True,True
13,3000000,3100000,0.0,0.0,True,True
13,3100000,3200000,0.0,0.0,True,True
13,3200000,3300000,0.0,0.0,True,True
13,3300000,3400000,0.0,0.0,True,True
13,3400000,3500000,0.0,0.0,True,True
13,3500000,3600000,0.0,0.0,True,True
13,3600000,3700000,0.0,0.0,True,True
13,3700000,3800000,0.0,0.0,True,True
13,3800000,3900000,0.0,0.0,True,True
13,3900000,4000000,0.0,0.0,True,True
13,4000000,4100000,0.0,0.0,True,True
13,4100000,4200000,0.0,0.0,True,True
13,4200000,4300000,0.0,0.0,True,True
13,4300000,4400000,0.0,0.0,True,True
13,4400000,4500000,0.0,0.0,True,True
13,4500000,4600000,0.0,0.0,True,True
13,4600000,4700000,0.0,0.0,True,True
13,4700000,4800000,0.0,0.0,True,True
13,4800000,4900000,0.0,0.0,True,True
13,4900000,5000000,0.0,0.0,True,True
13,5000000,5100000,0.0,0.0,True,True
13,5100000,5200000,0.0,0.0,True,True
13,5200000,5300000,0.0,0.0,True,True
13,5300000,5400000,0.0,0.0,True,True
13,5400000,5500000,0.0,0.0,True,True
13,5500000,5600000,0.0,0.0,True,True
13,5600000,5700000,0.0,0.0,True,True
13,5700000,5800000,0.0,0.0,True,True
13,5800000,5900000,0.0,0.0,True,True
13,5900000,6000000,0.0,0.0,True,True
13,6000000,6100000,0.0,0.0,True,True
13,6100000,6200000,0.0,0.0,True,True
13,6200000,6300000,0.0,0.0,True,True
13,6300000,6400000,0.0,0.0,True,True
13,6400000,6500000,0.0,0.0,True,True
13,6500000,6600000,0.0,0.0,True,True
13,6600000,6700000,0.0,0.0,True,True
13,6700000,6800000,0.0,0.0,True,True
13,6800000,6900000,0.0,0.0,True,True
13,6900000,7000000,0.0,0.0,True,True
13,7000000,7100000,0.0,0.0,True,True
13,7100000,7200000,0.0,0.0,True,True
13,7200000,7300000,0.0,0.0,True,True
13,7300000,7400000,0.0,0.0,True,True
13,7400000,7500000,0.0,0.0,True,True
13,7500000,7600000,0.0,0.0,True,True
13,7600000,7700000,0.0,0.0,True,True
13,7700000,7800000,0.0,0.0,True,True
13,7800000,7900000,0.0,0.0,True,True
13,7900000,8000000,0.0,0.0,True,True
13,8000000,8100000,0.0,0.0,True,True
13,8100000,8200000,0.0,0.0,True,True
13,8200000,8300000,0.0,0.0,True,True
13,8300000,8400000,0.0,0.0,True,True
13,8400000,8500000,0.0,0.0,True,True
13,8500000,8600000,0.0,0.0,True,True
13,8600000,8700000,0.0,0.0,True,True
13,8700000,8800000,0.0,0.0,True,True
13,8800000,8900000,0.0,0.0,True,True
13,8900000,9000000,0.0,0.0,True,True
13,9000000,9100000,0.0,0.0,True,True
13,9100000,9200000,0.0,0.0,True,True
13,9200000,9300000,0.0,0.0,True,True
13,9300000,9400000,0.0,0.0,True,True
13,9400000,9500000,0.0,0.0,True,True
13,9500000,9600000,0.0,0.0,True,True
